id	label	query
1_4_58	9	with new as (select * from student natural join takes natural join section) select t.id,t.name from new t,new s where s.year = t.year and s.semester = t.semester and s.id = t.id and s.course_id <> t.course_id and s.time_slot_id = t.time_slot_id
1_4_59	9	with tab as(select student.id,name,section.course_id,time_slot_id from student,takes,section where takes.id=student.id and takes.course_id=section.course_id) select distinct t.id,t.name from tab t,tab s where t.name=s.name and t.time_slot_id=s.time_slot_id and t.course_id!=s.course_id
1_4_60	9	with clash as (select t1.id id,t1.time_slot_id ts from (select * from section natural join takes t) t1 where t1.time_slot_id in (select s1.time_slot_id from (select * from section natural join takes s) s1 where s1.id=t1.id and s1.course_id != t1.course_id and t1.semester=s1.semester and t1.year=s1.year)) select distinct student.id,student.name,clash.ts from student,clash where clash.id=student.id
1_4_61	9	select id,name from section natural join takes natural join student group by id,semester,year,time_slot_id,name having count(*) > 1
1_4_62	9	select id,name from student where id in (select distinct s.id from (select * from takes natural join section ) s,(select * from takes natural join section ) t where s.id=t.id and s.time_slot_id = t.time_slot_id and not(s.course_id = t.course_id) )
1_4_63	9	with viewer as (select * from (student natural join (takes natural join section))) select a.id,a.name from viewer a,viewer b where a.id = b.id and a.year = b.year and a.semester = b.semester and a.time_slot_id = b.time_slot_id and a.course_id <> b.course_id
1_4_64	9	select student.id,student.name from student,takes,section s,section t where student.id=takes.id and takes.course_id=s.course_id and takes.sec_id=s.sec_id and takes.semester=s.semester and takes.year=s.year and takes.course_id=t.course_id and takes.sec_id=t.sec_id and takes.semester=t.semester and takes.year=t.year and t.course_id <> s.course_id and t.time_slot_id=s.time_slot_id
1_4_65	9	select distinct student.id,student.name from section s1,section s2,student,takes t1,takes t2 where t1.course_id = s1.course_id and t1.sec_id = s1.sec_id and t1.semester = s1.semester and t1.year = s1.year and t2.course_id = s2.course_id and t2.sec_id = s2.sec_id and t2.semester = s2.semester and t2.year = s2.year and s1.time_slot_id = s2.time_slot_id and t1.course_id != t2.course_id and student.id = t1.id and student.id = t2.id
1_4_66	9	select abc.id,bdc.name from (select name,id,course_id,year,time_slot_id,semester from takes natural join section natural join student) abc,(select name,id,course_id,year,time_slot_id,semester from takes natural join section natural join student) bdc where abc.year = bdc.year and abc.time_slot_id = bdc.time_slot_id and abc.semester = bdc.semester and abc.course_id <> bdc.course_id and abc.id = bdc.id
1_4_67	9	select distinct student.id,student.name from student,takes s,takes t,section m,section n where student.id = t.id and student.id = s.id and not s.course_id = t.course_id and m.course_id = s.course_id and n.course_id = t.course_id and m.time_slot_id = n.time_slot_id and m.semester = n.semester and m.year = n.year
1_4_68	9	select distinct student1.id,student1.name from (select *from student natural join takes natural join section) student1,(select *from student natural join takes natural join section) student2 where student1.name = student2.name and student1.course_id != student2.course_id and student1.time_slot_id = student2.time_slot_id
1_4_69	9	select tab1.id,tab1.name from (select id,name,course_id,time_slot_id,semester,year from (takes natural join student) natural join section) tab1,(select id,name,course_id,time_slot_id,semester,year from (takes natural join student) natural join section) tab2 where tab1.time_slot_id=tab2.time_slot_id and tab1.id = tab2.id and tab1.semester=tab2.semester and tab1.year=tab2.year and tab1.course_id!=tab2.course_id
1_4_70	9	select distinct first.id,first.name from (select * from student natural join takes natural join section) first,(select * from student natural join takes natural join section) second where first.name = second.name and first.course_id != second.course_id and first.time_slot_id = second.time_slot_id
1_5_1	10	select distinct dept_name from course natural join department where credits = (select max(credits) from course)
1_5_2	10	with max_value as (select max(credits) from course) select distinct dept_name from course where credits = (select * from max_value)
1_5_3	10	select distinct course.dept_name from course where course.credits = (select max(course.credits) from course)
1_5_4	10	select distinct dept_name from course where credits=(select max (credits) from course)
1_5_5	10	select distinct dept_name from course where credits = (select max( credits) from course)
1_5_6	10	select distinct t.dept_name from course t where t.credits = (select max(credits) from course)
1_5_7	10	select distinct dept_name from course where credits in (select max(credits) from course )
1_5_8	10	with max_credits as (select max(credits) from course) select distinct s.dept_name from (select * from course natural join department) s,max_credits where s.credits = (select * from max_credits)
1_5_9	10	with rel as (select max(credits) credit from course) select distinct course.dept_name from rel,course where rel.credit=course.credits
1_5_10	10	with max_credit as (select max (credits) cred from course) select distinct dept_name from course,max_credit where course.credits=max_credit.cred
1_5_11	10	select distinct dept_name from course where credits>=all(select credits from course)
1_5_12	10	select distinct dept_name from course where course.credits = (select max(credits) from course )
1_5_13	10	select distinct department.dept_name from department,course where course.dept_name = department.dept_name and (course.credits) in (select max(course.credits) maximum from course )
1_5_14	10	select distinct department.dept_name from course,department where department.dept_name=course.dept_name and credits= (select max (course.credits) from course)
1_5_15	10	select distinct dept_name from course where credits in (select max(credits) from course)
1_5_16	10	select distinct dept_name from course,(select max (credits) as max_credits from course) a where course.credits = max_credits
1_5_17	10	with newtab as (select * from department natural join course),maxi as (select max(credits) as maximum from course) select distinct dept_name from newtab,maxi where newtab.credits = maxi.maximum
1_5_18	10	select distinct dept_name from course where credits = (select max(credits) from course)
1_5_19	10	select distinct dept_name from course,(select max(credits) as max_credits from course) a where course.credits = max_credits
1_5_20	10	select distinct dept_name from course where credits = (select max(credits) from course )
1_5_21	10	select distinct dept_name from (course natural join department) where credits = (select max(credits) from course)
1_5_22	10	select distinct course.dept_name from course where course.credits=(select max(course.credits) from course)
1_5_23	10	select distinct dept_name from course where (select max(credits) from course) = credits
1_5_24	10	select distinct dept_name from course u1 where credits = (select max(credits) from course u2)
1_5_25	10	select distinct dept_name from course where credits=(select max(credits) from course)
1_5_26	10	select distinct dept_name from (select * from (select max(credits) as maxcred from course) a,course where maxcred=credits) b group by dept_name
1_5_27	10	select distinct dept_name from course where credits = (select max (credits) from course)
1_5_28	10	select distinct dept_name from course where course.credits = (select max (credits) from course)
1_5_29	10	select distinct course.dept_name from course where course.credits = (select max(credits) from course)
1_5_30	10	select distinct department.dept_name from department,course where course.dept_name=department.dept_name and credits=(select max(credits) from course)
1_5_31	10	with max_credits as(select max(credits) max_credit from course) select distinct dept_name from course,max_credits where credits=max_credit
1_5_32	10	select distinct dept_name from department natural join course where course.credits = (select max(credits) from course)
1_5_33	10	with max_credits as (select max(credits) as value from course) select distinct course.dept_name from course,max_credits where course.credits = max_credits.value
1_5_34	10	with max_credits as (select max(credits) as value from course) select distinct dept_name from course,max_credits where course.credits = max_credits.value
1_5_35	10	select distinct dept_name from course where course.credits = (select max (course.credits) from course)
1_5_36	10	select distinct dept_name from department natural join course where credits = (select max (credits) from course)
1_5_37	10	select distinct department.dept_name from department,course where department.dept_name = course.dept_name and course.credits = (select max(course.credits) max_credit from course)
1_5_38	10	select distinct t.dept_name from course t where t.credits = (select max (credits) from course)
1_5_39	10	select distinct dept_name from course where course_id not in (select course_id from course where credits < some (select credits from course))
1_5_40	10	select distinct dept_name as maximum from course where credits = (select max(credits) from course)
1_5_41	10	with max1 as (select max(course.credits) as maximum from course) select distinct course.dept_name from course,max1 where course.credits = max1.maximum
1_5_42	10	select course_id from course where course.credits = (select max(credits) from course)
1_5_43	10	select distinct dept_name from ( select * from course where credits = all (select max (credits) from course) ) a
1_5_44	10	select distinct dept_name from course where credits>=all (select credits from course)
1_5_45	10	with max_credit as (select max(credits) max_c from course) select distinct dept_name from course,max_credit where course.credits = max_credit.max_c
1_5_46	10	select distinct dept_name from course,(select max(credits) maximum from course) tablec where course.credits = tablec.maximum
1_5_47	10	with max_credits as (select max(credits) from course) select distinct dept_name from course where course.credits = (select * from max_credits)
1_5_48	10	select distinct dept_name from course natural join department where credits = (select max (credits) from course)
1_5_49	10	select distinct dept_name from course,(select max(credits) max_credits from course) c1 where course.credits=c1.max_credits
1_5_50	10	select distinct course.dept_name from course where credits = (select max (credits) from course )
1_5_51	10	select distinct dept_name from course where course.credits = (select max(credits) from course)
1_5_52	10	select distinct department.dept_name from department,course where course.dept_name=department.dept_name and course.credits in (select max(credits) from course)
2_1_1	11	select id,name,course_id from instructor left outer join teaches group by id,name,course_id
2_1_2	11	select id,instructor.name,course_id from instructor left outer join teaches
2_1_3	11	select distinct id,name,course_id from instructor left join teaches
2_1_4	11	select id,name,course_id from (instructor left outer join teaches)
2_1_5	11	select distinct instructor.id,instructor.name,teaches.course_id from instructor left outer join teaches on teaches.id = instructor.id
2_1_6	11	select distinct id,name,course_id from (instructor natural join teaches) union ((select id,name,null from instructor) except (select id,name,null from (instructor natural join teaches)))
2_1_7	11	select instructor.id,name,course_id from instructor left outer join teaches on instructor.id = teaches.id
2_1_8	11	select distinct id,name,course_id from instructor natural join teaches
2_1_9	11	select distinct instructor.id,instructor.name,teaches.course_id from instructor left outer join teaches on (instructor.id = teaches.id)
2_1_10	11	select distinct id,instructor.name,teaches.course_id from instructor left outer join teaches
2_1_11	11	select distinct * from ((select instructor.id,instructor.name from instructor) a left outer join (select teaches.id,teaches.course_id from teaches) b)
2_1_12	11	select id,name,course_id from instructor left outer join teaches
2_1_13	11	select distinct id,name,course_id from teaches right outer join instructor
2_1_14	11	select distinct instructor.id,instructor.name,teaches.course_id from teaches right outer join instructor on instructor.id = teaches.id
2_1_15	11	select id,name,course_id from instructor left join teaches
2_1_16	11	select distinct t.id,t.name,t.course_id from (select * from (select * from instructor left outer join teaches) section) t
2_1_17	11	select distinct id,name,course_id from (instructor left outer join teaches)
2_1_18	11	select id,name,course_id from instructor natural join teaches
2_1_19	11	select distinct instructor.id,instructor.name,course_id from instructor left outer join teaches on (instructor.id = teaches.id)
2_1_20	11	select distinct id,name,course_id from instructor left outer join teaches using (id)
2_1_21	11	select distinct instructor.id,instructor.name,teaches.course_id from instructor left outer join teaches on instructor.id=teaches.id
2_1_22	11	select distinct * from ((select id,name from instructor) b left outer join(select id,course_id from teaches) a)
2_1_23	11	select distinct instructor.id,instructor.name,teaches.course_id from instructor left outer join teaches on instructor.id = teaches.id
2_1_24	11	select id,name,course_id from instructor full outer join teaches using (id)
2_1_25	11	select distinct id,name,course_id from (teaches right outer join instructor)
2_1_26	11	select instructor.id,instructor.name,teaches.course_id from instructor left outer join teaches on (teaches.id=instructor.id )
2_1_27	11	select distinct id,name,course_id from instructor left outer join teaches
2_1_28	11	select distinct instructor.id,name,course_id from instructor left outer join teaches on instructor.id = teaches.id
2_1_29	11	select distinct id,name,teaches.course_id from instructor left outer join teaches
2_1_30	11	select distinct instructor.id,name,teaches.course_id from instructor left outer join teaches on (instructor.id = teaches.id)
2_1_31	11	select distinct name,course_id from instructor left outer join teaches
2_2_1	12	select id,name from student where name like '%sr%' or name like 'sr%'
2_2_2	12	select id,name from student where name like '%sr%'
2_2_3	12	select id,name from student where lower(name) like '%sr%'
2_2_4	12	select id,name from student where name like '%sr%' or name like '%sr%' or name like '%sr%' or name like '%sr%'
2_2_5	12	select id,name from student where lower( student.name) like '%sr%'
2_2_6	12	select student.id,student.name from student where (select upper(name) from student stud where stud.id = student.id) like '%sr%'
2_2_7	12	select student.id,student.name from student where lower(name) like '%sr%'
2_2_8	12	select id,name from student where lower (name) like '%sr%'
2_2_9	12	select name from student where upper(name) like '%sr%'
2_2_10	12	select id,name from student where lower(name) like lower('%sr%')
2_2_11	12	select student.name from student where student.name like '%sr%'
2_2_12	12	select student.id,student.name from student where lower (student.name) like '%sr%'
2_2_13	12	select name from student where lower (name) like '%sr%'
2_2_14	12	select id,name from student where lower (student.name) like '%sr%'
2_2_15	12	select id,name from student where upper(name) like '%sr%'
2_2_16	12	select distinct id,name from student where student.name like '%sr%' or student.name like '%sr%' or student.name like '%sr%' or student.name like '%sr%'
2_2_17	12	select id,name from student where upper(name) like upper('%sr%')
2_2_18	12	select student.id,name from student where lower(name) like '%sr%'
2_2_19	12	select s.id,s.name from student s where lower(s.name) like '%sr%'
2_2_20	12	select id,name from student where lower(name) like ('%sr%')
2_2_21	12	select student.id,student.name from student where lower(student.name) like '%sr%'
2_2_22	12	select student.id,student.name from student where lower (student.name) like 'sr%'
2_3_1	13	with new_tab as (select student.id as id,student.name as name,course_id as course_id from student left outer join takes on student.id = takes.id and semester = 'spring' and year = 2010) select id,name from new_tab where course_id is null
2_3_2	13	select id,name from (select student.id,name,course_id from student left outer join takes on (student.id = takes.id) and (takes.semester = 'spring') and (takes.year = '2010')) g where g.course_id is null
2_3_3	13	select id,name from (select student.id,student.name,takes.course_id from student left outer join takes on student.id = takes.id and takes.semester = 'spring' and takes.year = '2010') a where course_id is null
2_3_4	13	select id,name from student left outer join (select * from takes where semester='spring' and year=2010) a where course_id is null
2_3_5	13	select student.id,student.name from student where not exists (select id from (select id,course_id from student natural join takes where semester='spring' and year='2010') did where did.id=student.id)
2_3_6	13	select id,name from (select id,name from student) a left outer join (select distinct id,course_id from takes where semester = 'spring' and year = '2010') b where course_id is null
2_3_7	13	with takes_spr2010 as (select * from takes where semester = 'spring' and year = '2010') select student.id,student.name from student left outer join takes_spr2010 on student.id = takes_spr2010.id and course_id is null
2_3_8	13	select id,name from student left outer join takes where course_id is null and semester='spring' and year='2010'
2_3_9	13	select distinct id,name from student left outer join (select id,course_id from takes where semester='spring' and year = '2010') a where course_id is null
2_3_10	13	with allstudents as(select student.id,student.name,takes.year from student left outer join takes on (takes.year=2010 and takes.semester='spring' and student.id=takes.id )) select id,name from allstudents where year is null
2_3_11	13	select distinct id,name from student left outer join (select distinct id,name,course_id from student natural join takes where semester = 'spring' and year = 2010) a where course_id is null
2_3_12	13	select id,name from student left outer join (select * from takes where semester = 'spring' and year = 2010 ) a where course_id is null
2_3_13	13	select id,name from (select student.id,student.name,t.course_id from student left outer join (select id,course_id from takes where takes.semester = 'spring' and takes.year = '2010') t on student.id = t.id) a where course_id is null
2_3_14	13	select id,name from (select student.id,name,course_id from student left outer join (select * from takes where semester='spring' and year='2010') t on student.id=t.id) a where course_id is null
2_3_15	13	select distinct student.id,name from student left outer join takes on student.id = takes.id and semester = 'spring' and year = 2010 where course_id is null or year is null
2_3_16	13	with t as (select id,course_id from takes where semester = 'spring' and year =2010) select id,name from student left outer join t where course_id is null
2_3_17	13	select id,name from student left outer join (select * from takes where semester = 'spring' and year = '2010') a where course_id is null
2_3_18	13	select t.id,t.name from (select * from student left outer join(select * from takes where takes.semester='spring' and takes.year='2010') a) t where t.course_id is null
2_3_19	13	select id,name from student left outer join (select * from takes where semester='spring' and year='2010') a where course_id is null
2_3_20	13	select id,name,course_id,semester,year from student left outer join (select * from takes where (semester='spring' and year=2010)) a where course_id is null
2_3_21	13	with a as (select * from takes where semester ='spring' and year ='2010') select id,name from student left join a where course_id is null
2_3_22	13	select distinct student.id,student.name from student left outer join (select distinct id,name,course_id from (student natural join takes) where semester = 'spring' and year = '2010') t on student.id = t.id where course_id is null
2_3_23	13	with joi as (select id,name,course_id from student natural join takes where semester = 'spring' and year = '2010') select id,name from student left outer join joi where course_id is null
2_3_24	13	with spring2010 as (select * from student natural join takes where semester='spring' and year=2010) select id,name from student left outer join spring2010 where course_id is null
2_3_25	13	select id,name from ((select * from takes where semester = 'spring' and year = '2010') a natural join student) where course_id is null
2_3_26	13	select id,name from(select student.id,student.name, takes.course_id as course from student left outer join takes on takes.semester = 'spring' and takes.id = student.id and takes.year = '2010') a where course is null
2_3_27	13	select id,name from (select student.id,student.name,takes.course_id from student left outer join takes on student.id=takes.id and takes.semester='spring' and takes.year=2010) a where course_id is null
2_3_28	13	with t as (select id,course_id from takes where semester = 'spring' and year = '2010') select id,name from student left outer join t where course_id is null
2_3_29	13	with sem as (select * from takes where semester='spring' and year='2010') select id,name from student left outer join sem where course_id is null
2_3_30	13	with s as (select distinct id,name,course_id from takes natural join student where semester = 'spring' and year = '2010') select id,name from student left outer join s where course_id is null
2_3_31	13	select id,name from (select * from (select id,name from student) a left outer join (select id,course_id from takes where semester='spring' and year='2010') b) c where course_id is null
2_3_32	13	select distinct id,name from (student left outer join(select * from takes where semester = 'spring' and year = 2010) a) where course_id is null
2_3_33	13	select id,name from ( select name,id,course_id from ( (select id,course_id from takes where semester = 'spring' and year='2010') a right outer join student) b) c where course_id is null
2_3_34	13	select distinct t.id,t.name from (select * from takes natural join student) t where not exists (select * from takes where t.id=takes.id and semester='spring' and year=2010)
2_3_35	13	with a as (select distinct id,course_id from takes where semester = 'spring' and year = 2010),b as (select distinct id,name,course_id from student left outer join a) select id,name from b where course_id is null
2_3_36	13	select id,name from student left outer join (select id,name,course_id from student left outer join takes where year = 2010 and semester = 'spring') a where course_id is null
2_3_37	13	with mytable as (select * from takes where semester = 'spring' and year = '2010') select distinct id,name from student left outer join mytable where course_id is null
2_3_38	13	select * from student left outer join (select id,course_id,semester,year from takes where semester = 'spring' and year = '2010') a where course_id is null
2_3_39	13	select id,name from student left outer join (select id,name,course_id from (student natural join takes) where semester = 'spring' and year = 2010) a where course_id is null
2_3_40	13	select student.id,student.name from student left outer join (select * from takes where takes.year = 2010 and takes.semester = 'spring') k on student.id = k.id where k.year is null
2_3_41	13	select distinct id,name from student left outer join (select * from takes where year = '2010' and semester = 'spring' ) a where course_id is null
2_3_42	13	with a as (select id,semester,year from takes where semester = 'spring' and year = '2010') select student.id,student.name from student left outer join a on student.id = a.id where a.semester is null and a.year is null
2_3_43	13	select id,name,course_id from student left outer join takes where semester='spring' and year=2010 and course_id=null
2_3_44	13	select distinct id from student left outer join (select distinct id,1 as test from takes where year='2010' and semester='spring') a where test is null
2_3_45	13	with mytable as ( select id,course_id from takes where semester = 'spring' and year = 2010 ) select id,name from ( select id,name from student ) a left outer join mytable where course_id is null
2_3_46	13	select id,name from student left outer join (select id,course_id from takes where semester = 'spring' and year = '2010') a where course_id is null
2_3_47	13	select distinct t.id,t.name from (select * from takes natural join student) t where not exists (select * from takes s where t.id=s.id and semester='spring' and year=2010)
2_3_48	13	select id,name from ( (select id,name from student) a left outer join (select id,course_id from takes where takes.semester='spring' and takes.year = 2010) b) where course_id is null
2_3_49	13	select st.id,st.name from student st where not exists (select * from (select distinct name,id from student natural join takes where semester='spring' and year = 2010 ) tk where tk.id = st.id)
2_3_50	13	select id,student.name from student left outer join (select id,takes.course_id from student left outer join takes where semester='spring' and year='2010') a where course_id is null
2_3_51	13	select student.id,name from student left outer join (select * from takes where takes.semester = 'spring' and takes.year = '2010') takes on (student.id = takes.id) where course_id is null
2_3_52	13	with takes2 as (select * from takes where semester = 'spring' and year = 2010) select id,name from student left outer join takes2 where course_id is null
2_3_53	13	with mytable as (select id,course_id from takes where semester='spring' and year=2010) select id,name from (select id,name from student) a left outer join mytable where course_id is null
2_3_54	13	with tab1 as (select id,1 as status from takes where year=2010 and semester='spring') select distinct id,name from student left outer join tab1 where status is null
2_3_55	13	select arbit.id,arbit.name from (select id,name from student) arbit left outer join (select id,course_id from takes where takes.year = 2010 and takes.semester = 'spring') arbit1 on (arbit.id= arbit1.id) where arbit1.course_id is null
2_3_56	13	with temp as (select id,name,year,semester from student natural join takes where year = 2010 and semester = 'spring') select id,name from temp left outer join takes where course_id is null
2_3_57	13	select id,name from student left outer join ( select id,'took' as count from takes where semester='spring' and year='2010' ) a where count is null
2_3_58	13	with a as (select * from student natural join (select * from takes where takes.semester='spring' and takes.year=2010 ) a) select a.id,a.name from a where course_id is null
2_3_59	13	select id,name from student left outer join (select id,name,course_id from student natural join takes where semester = 'spring' and year = 2010) a where course_id is null
2_3_60	13	with t21 as (select id,course_id from takes where semester='spring' and year='2010') select id,name from student left outer join t21 where course_id is null
2_3_61	13	with t1 as (select * from takes where semester='spring' and year=2010) select id,name from student left outer join t1 where t1.course_id is null
2_3_62	13	with tab as (select * from takes where takes.year = '2010' and takes.semester = 'spring') select student.id,name from (student left outer join tab on (student.id = tab.id)) where course_id is null
2_3_63	13	select distinct id,name from student left outer join (select * from takes where year = 2010 and semester = 'spring') a where course_id is null
2_3_64	13	select id,name from (student left outer join (select * from takes where year='2010' and semester='spring') a) where course_id is null
2_3_65	13	select id,name,course_id from (student left outer join takes ) where course_id is null and semester='spring' and year=2010
2_3_66	13	select distinct id,name,course_id,semester,year from student left outer join (select * from takes where semester = 'spring' and year = 2010) a where course_id is null or semester is null or year is null
2_3_67	13	with a as (select * from takes where semester = 'spring' and year = '2010') select id,name from student left outer join a where course_id is null
2_3_68	13	with a as ( select * from takes where semester = 'spring' and year = '2010' ) select student.id,student.name from student left outer join a on ( student.id = a.id ) where course_id is null
2_4_1	14	with failstudents as (select * from takes where grade = 'f'),passlater as (select id,course_id,takes.sec_id,takes.semester,takes.year,takes.grade from takes join failstudents using(id,course_id) where not (takes.grade = 'f')),notselected as (select takes.id,takes.course_id,takes.sec_id,takes.semester,takes.year,takes.grade from takes,passlater where (takes.id = passlater.id and takes.course_id = passlater.course_id and takes.grade <> passlater.grade) or takes.grade is null) select * from (select * from takes) a except (select * from notselected)
2_4_2	14	select * from takes p where p.grade <> 'f') union (select * from takes t where t.grade = 'f' and (t.id,t.course_id) not in (select s.id,s.course_id from takes s where s.grade <> 'f' )
2_4_3	14	select * from takes where grade is not null) except (select t.* from takes t,takes s where t.id=s.id and t.course_id=s.course_id and (t.grade='f' and s.grade!='f')
2_4_4	14	select * from takes) except (select * from takes tk where tk.grade is null or ( grade = 'f' and exists ( select * from takes t1 where t1.semester <> tk.semester and t1.year <> tk.year and t1.grade <> 'f' and tk.id = t1.id and tk.course_id = t1.course_id ) )
2_4_5	14	select * from takes where grade is not null except select a.id,a.course_id,a.sec_id,a.semester,a.year,a.grade from takes a,takes b where a.grade = 'f' and b.grade <> 'f' and a.id = b.id and a.course_id = b.course_id
2_4_6	14	select * from takes where grade is not null except select a.id,a.course_id,a.sec_id,a.semester,a.year,a.grade from takes a,takes b where a.grade = 'f' and b.grade <> 'f' and a.course_id = b.course_id and a.id = b.id
2_4_7	14	select * from takes where grade!='f') union (select * from takes t where grade='f' and t.course_id not in (select s.course_id from takes s where t.id=s.id and s.grade!='f')
2_4_8	14	select * from takes where grade!='f'
2_4_9	14	select * from takes where grade is not null and grade != 'f') union ((select * from takes where grade ='f') except (select takes.* from takes,(select * from takes where grade ='f') t where takes.id =t.id and takes.course_id=t.course_id and takes.grade != 'f')
2_4_10	14	select * from takes a where grade is not null and (grade <> 'f' or not exists (select * from takes b where a.id = b.id and a.course_id = b.course_id and (a.semester <> b.semester or a.year <> b.year) and a.grade <> b.grade))
2_4_11	14	select * from takes t1 where not((t1.grade='f' and exists (select * from takes t2 where t1.id=t2.id and t1.course_id=t2.course_id and t2.grade <> 'f')) or t1.grade is null)
2_4_12	14	with s as (select * from takes where grade is not null) select * from s except select s.id,s.course_id,s.sec_id,s.semester,s.year,s.grade from s,s t where s.course_id = t.course_id and s.id = t.id and s.grade = 'f' and t.grade <> 'f'
2_4_13	14	with a as (select * from takes where grade= 'f') select distinct id from takes except select t1.id from a t1,takes t2 where not exists (select distinct t1.id from a t1,takes t2 where t2.grade <> 'f' and t1.id = t2.id and t1.course_id = t2.course_id and (t1.semester <> t2.semester or t1.year <> t2.year))
2_4_14	14	with t as (select grade from takes where grade is not null and grade <> 'f') select * from takes where (grade is not null and grade <> 'f') or (grade = 'f' and not exists(select grade from t))
2_4_15	14	select * from takes where grade is not null except ((select * from takes where grade='f') except (select takes.id,takes.course_id,takes.sec_id,takes.semester,takes.year,takes.grade from (select * from takes where grade='f') t,takes where takes.course_id=t.course_id and takes.id=t.id and takes.grade <> 'f' ))
2_4_16	14	select * from takes) except ((select * from takes where grade is null) union (select t1.id,t1.course_id,t1.sec_id,t1.semester,t1.year,t1.grade from takes t1,takes t2 where t1.id = t2.id and t1.course_id = t2.course_id and t1.grade = 'f' and not(t2.grade is null) and not(t1.grade = t2.grade))
2_4_17	14	select * from takes where grade <> 'f') union (select b.id,b.course_id,b.sec_id,b.semester,b.year,b.grade from takes a,takes b where a.grade = 'f' and a.id = b.id and a.course_id = b.course_id and b.grade <> 'f'
2_4_18	14	select * from takes t1 where t1.grade <> 'f' or (select t2.id from takes t2 where t1.id=t2.id and t1.course_id=t2.course_id and t2.grade <> 'f') is null and t1.grade is not null
2_4_19	14	select * from takes where grade is not null) except ((select * from takes where grade='f' ) except (select takes.id,takes.course_id,takes.sec_id,takes.semester,takes.year,takes.grade from (select * from takes where grade='f' ) t,takes where t.course_id= takes.course_id and t.id=takes.id and takes.grade <> 'f')
2_4_20	14	select distinct * from takes t where (grade!='f' or not exists (select id,course_id from takes s where grade!='f' and t.id=s.id and t.course_id=s.course_id)) and t.grade is not null
2_4_21	14	select id,course_id,semester,year,grade from takes t where grade is not null and (not grade = 'f' or (grade = 'f' and grade in (select grade from takes s where s.course_id = t.course_id and not grade = 'f')))
2_4_22	14	select * from takes where grade!='f') union (select a.* from takes a,takes b where b.grade='f' and b.id not in (select id from takes c where grade!='f')
2_4_23	14	select * from takes where grade != 'f') except ( select * from takes where grade = 'f' or grade = null
2_4_24	14	select * from takes where grade is not null and grade <> 'f') union (select * from takes abc where abc.grade = 'f' and ( (abc.id,abc.course_id) not in ( select q.id,q.course_id from takes q where abc.id=q.id and abc.course_id=q.course_id and q.grade <> 'f' ) )
2_4_25	14	with a as (select * from takes where grade is not null and grade <> 'f'),b as (select * from takes where grade = 'f') select * from a union select * from b where not exists ( select a.id,a.course_id from a where a.id = b.id and a.course_id = b.course_id)
2_4_26	14	select * from takes t1 where grade is not null and grade <> 'f') union (select * from takes t1 where grade='f' and not exists(select * from takes t2 where t1.id=t2.id and t1.course_id=t2.course_id and t2.course_id is not null and t2.course_id <> 'f')
2_4_27	14	select * from takes except (select * from takes a where a.grade = 'f' and exists (select b.id from takes b where b.grade = 'f' and exists(select c.id from takes c where c.grade is not null and c.grade <> 'f' and b.id = c.id and b.course_id = c.course_id) and a.id = b.id and a.course_id = b.course_id) union select * from takes where grade is null)
2_4_28	14	select * from takes t1 where (t1.grade <> 'f' or (select id from takes t2 where t1.course_id=t2.course_id and t1.id=t2.id and t2.grade <> 'f') is null) and grade is not null
2_4_29	14	with a as (select distinct * from takes where grade = 'f'),b as (select distinct * from a where exists (select * from takes where takes.id = a.id and takes.course_id = a.course_id and takes.grade is not null and takes.grade <> 'f')),c as (select distinct * from takes where grade is null) select distinct * from takes except (select * from b union select * from c)
2_4_30	14	select * from takes where grade <> 'f' union select * from takes where (select id from takes where grade = 'f') not in (select id from takes where grade <> 'f') and (select course_id from takes where grade = 'f') not in (select course_id from takes where grade <> 'f')
2_4_31	14	select * from takes where grade <> 'f' and grade is not null) union (select * from takes t1 where grade = 'f' and not exists (select * from takes t2 where grade <> 'f' and t1.id = t2.id and grade is not null)
2_4_32	14	with t as (select grade from takes where grade is not null and grade != 'f') select * from takes where (grade is not null and grade != 'f') or (grade = 'f' and not exists(select grade from t))
2_4_33	14	select * from takes newtakes1 where newtakes1.grade!='f' or (select newtakes1.id from takes newtakes2 where newtakes1.id=newtakes2.id and newtakes1.course_id=newtakes2.course_id and newtakes2.grade!='f') is null and newtakes1.grade is not null
2_4_34	14	with pass as (select * from takes t where t.grade is not null and t.grade <> 'f') (select * from pass) union (select * from takes t where t.grade = 'f' and t.id not in (select p.id from pass p))
2_4_35	14	with passed as (select * from takes where grade!='f') select * from passed union select * from takes where grade='f' and course_id not in (select course_id from passed)
2_4_36	14	select * from takes where grade is not null and ((grade <> 'f') or (not exists(select * from takes take where take.grade is not null and take.grade <> 'f' and take.id = takes.id and take.course_id = takes.course_id)))
2_4_37	14	select * from takes where grade <> 'null') except (select t.id,t.course_id,t.sec_id,t.semester,t.year,t.grade from takes t,takes s where t.id = s.id and t.course_id = s.course_id and t.grade = 'f' and t.grade <> s.grade
2_4_38	14	with fail as (select distinct * from takes where grade='f' and id in (select distinct id from takes where grade!='f')) select distinct * from takes where grade is not null except select distinct * from fail
2_4_39	14	select * from takes except select * from takes where takes.id = (select id from(select id,course_id from takes where takes.grade='f') a) and takes.course_id = (select course_id from(select id,course_id from takes where takes.grade='f') b) and takes.grade ='f'
